SampleID	Target	Length	Quality_Calculation	Depth_Mean	Depth_RMS	Depth_StdDev	Depth_SNR	Coverage	Match_Bases	Mismatch_Bases	Total_Bases	Identity	BaseQ_mean	BaseQ_RMS	BaseQ_StdDev	BaseQ_SNR	Match_BaseQ_mean	Match_BaseQ_RMS	Match_BaseQ_StdDev	Match_BaseQ_SNR	Mismatch_BaseQ_mean	Mismatch_BaseQ_RMS	Mismatch_BaseQ_StdDev	Mismatch_BaseQ_SNR	MapQ_mean	MapQ_RMS	MapQ_StdDev	MapQ_SNR	Mapped_Reads	Fraction_Reads	Determination
DV2_10K_S11	Zika_1	194	0.00855551605640479	0.195876288659794	0.625901411821053	0.594461989416019	0.329501788419166	0.0979381443298969	38	252	290	0.131034482758621	37.5689655172414	37.6866847427119	2.97641342237262	12.6222268838223	36.5789473684211	36.775277736974	3.79495218018113	9.6388427657803	37.718253968254	37.8222135955822	2.8023488105757	13.4595143280916	40	40	0	0	2	2.78539118033737e-06	Negative	
DV2_10K_S11	Zika_2	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	CCHFV-1	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	CCHFV-2	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	CCHFV-3	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	CCHFV-4	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	CHIKV-1	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	CHIKV-2	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	DENV-1-1	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	DENV-1-2	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	DENV-1-3	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	DENV-1-4	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	DENV-2-1	231	0.43357690692695	48.1082251082251	51.7363027442532	19.0327007695009	2.52766150694265	0.982683982683983	9011	290	9301	0.968820556929362	37.0061296913647	37.281469218515	4.52264439868798	8.18240976498177	37.0311841083121	37.2962061268286	4.43828739393751	8.34357508233805	35.9724137931034	36.6902223186655	7.22203985663637	4.98092152732281	27.325	30.6349473640808	13.8507896886784	1.97281170346088	62	0.000306592227392532	Negative	
YF_10K_S29	DENV-2-2	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	DENV-2-3	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	DENV-2-4	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	DENV-2-5	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	DENV-2-6	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	DENV-2-7	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	DENV-3-1	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	DENV-3-2	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	DENV-3-3	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	DENV-4-1	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	DENV-4-2	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	Ebola_Zaire	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	IPC_MTE	156	0	8.23076923076923	8.3803800170857	1.57645396399378	5.22106539027465	0.967948717948718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.1	54.553643324713	19.1020941260376	2.67509937197654	0	0	Negative	
YF_10K_S29	LASV-1	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	LASV-10	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	LASV-11	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	LASV-12	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	LASV-2	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	LASV-3	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	LASV-4	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	LASV-5	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	LASV-6	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	LASV-7	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	LASV-8	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	LASV-9	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	MARV_Angola	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	MARV_Ci67	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	MARV_Musoke	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	Marburg_Ravn	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	Plasmodium_falciparum_1	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	Plasmodium_falciparum_3	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	RVFV	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	WNV-1	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	WNV-2	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	YF-1	231	0.971903573182442	155728.922077922	166623.24482173	59260.5142010306	2.62786990928968	0.982683982683983	30251820	276977	30528797	0.990927352951379	37.9145895498222	38.0244516133185	2.88839397626242	13.126529781399	37.9279981832498	38.0343968003915	2.84293752675433	13.3411296682803	36.068164504634	36.7243450855193	6.91122501637518	5.21878023348617	59.8850939611089	59.9378897213066	2.51518299785116	23.8094381252861	202161	0.999693407772608	Positive	
YF_10K_S29	YF-2	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	YF-3	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	Zika_1	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S29	Zika_2	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	CCHFV-1	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	CCHFV-2	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	CCHFV-3	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	CCHFV-4	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	CHIKV-1	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	CHIKV-2	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	DENV-1-1	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	DENV-1-2	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	DENV-1-3	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	DENV-1-4	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	DENV-2-1	231	0.403429674618262	69.2900432900433	75.2120810964378	29.2531544234305	2.36863492692416	0.982683982683983	10144	359	10503	0.965819289726745	35.0591259640103	35.6947210458332	6.70602692952435	5.22800256134626	35.1216482649842	35.7380139179734	6.60874132887589	5.31442320363267	33.2924791086351	34.4489449042192	8.85102478897349	3.76142649042295	26.9159663865546	30.8042068501019	14.9809850524499	1.79667533825841	70	0.000121171625759703	Negative	
YF_10K_S20	DENV-2-2	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	DENV-2-3	231	0	0.268398268398268	0.518071682683264	0.443125984251746	0.605692913385526	0.268398268398268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	DENV-2-4	231	0	0.519480519480519	0.953462589245592	0.799519167356955	0.649741170305916	0.324675324675325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5	25	21.650635094611	0.577350269189626	0	0	Negative	
YF_10K_S20	DENV-2-5	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	DENV-2-6	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	DENV-2-7	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	DENV-3-1	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	DENV-3-2	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	DENV-3-3	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	DENV-4-1	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	DENV-4-2	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	Ebola_Zaire	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	IPC_MTE	156	0	3.41025641025641	3.53915823687512	0.946463016681627	3.60315865506614	0.967948717948718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.2	47.9395452627578	22.745549015137	1.85530804167075	0	0	Negative	
YF_10K_S20	LASV-1	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	LASV-10	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	LASV-11	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	LASV-12	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	LASV-2	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	LASV-3	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	LASV-4	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	LASV-5	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	LASV-6	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	LASV-7	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	LASV-8	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	LASV-9	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	MARV_Angola	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	MARV_Ci67	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	MARV_Musoke	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	Marburg_Ravn	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	Plasmodium_falciparum_1	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	Plasmodium_falciparum_3	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	RVFV	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	WNV-1	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	WNV-2	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	YF-1	231	0.972177382800284	446880.411255411	478051.810953053	169798.209624507	2.63183229224646	0.982683982683983	86445056	782860	87227916	0.991025120902808	37.9249456048561	38.0332164372311	2.86776104826968	13.2245835571757	37.9378111918859	38.0427443566255	2.82362889777999	13.4358347237888	36.1257581176711	36.7702092505253	6.85404178211187	5.27072335799798	59.8960555646328	59.9437911552952	2.39178298933391	25.0424289459946	577623	0.99987882837424	Positive	
YF_10K_S20	YF-2	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	YF-3	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	Zika_1	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
YF_10K_S20	Zika_2	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	CCHFV-1	188	0.968173317808122	6.40425531914894	6.74852229688021	2.12792551529463	3.00962382053218	0.978723404255319	1193	13	1206	0.98922056384743	38.0988372093023	38.1708978393287	2.34436455346554	16.2512426461076	38.116512992456	38.1842381564382	2.27320937960579	16.767708832464	30.6153846153846	33.7547717424458	14.2155844141803	2.15364938390047	60	60	0	0	8	1.67637216300205e-05	Indeterminate-Depth	
DV2_10K_S5	CCHFV-2	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	CCHFV-3	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	CCHFV-4	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	CHIKV-1	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	CHIKV-2	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	DENV-1-1	211	0.977091522751847	40.0094786729858	42.723845967071	14.9856141193448	2.66985912985294	0.981042654028436	8408	34	8442	0.995972518360578	37.2431888178157	37.5155925886543	4.51271248346547	8.25294962935803	37.2867507136061	37.5474026437276	4.4165219926539	8.44255972813584	26.4705882352941	28.5821828499957	10.7818892105279	2.45509740625485	60	60	0	0	56	0.000117346051410143	Indeterminate-Depth	
DV2_10K_S5	DENV-1-2	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	DENV-1-3	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	DENV-1-4	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	DENV-2-1	231	0.940594292124474	309914.324675325	331516.059062543	117711.549040002	2.63282853044442	0.982683982683983	69465998	2101368	71567366	0.970637902196931	37.9854208169279	38.0950750535052	2.88834705205102	13.151266150636	37.9898359626245	38.0957021234291	2.83811271973587	13.3855980061849	37.7381301133357	38.0234634503666	4.64944172028307	8.11670139851503	59.1673973611332	59.2370980455482	2.87278164287861	20.5958561131175	477055	0.999652152776177	Positive	
DV2_10K_S5	DENV-2-2	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	DENV-2-3	231	0	0.38961038961039	1.08112495523467	1.00848148874374	0.38633370464313	0.12987012987013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	DENV-2-4	231	0.147907908654959	19.8268398268398	27.1776263978916	18.5881628759868	1.06663794368045	0.982683982683983	3652	804	4456	0.819569120287253	33.5558797127469	34.5834762746428	8.3677815424665	4.01012855587239	35.9616648411829	36.4400736885529	5.88537443818079	6.11034441715129	22.6281094527363	24.4348305759142	9.2211500296122	2.45393572169088	12.15	22.9025107793884	19.4139769238557	0.625837768719619	68	0.000142491633855174	Negative	
DV2_10K_S5	DENV-2-5	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	DENV-2-6	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	DENV-2-7	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	DENV-3-1	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	DENV-3-2	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	DENV-3-3	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	DENV-4-1	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	DENV-4-2	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	Ebola_Zaire	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	IPC_MTE	156	0.694476750834026	6.58974358974359	6.76055679697525	1.51010185966427	4.36377423653306	0.967948717948718	599	4	603	0.993366500829187	36.167495854063	36.4760536182601	4.73441983864163	7.63926670779581	36.2186978297162	36.5151648237209	4.64361816078985	7.7996718454464	28.5	30.0499584026334	9.52627944162882	2.99172412216442	44.3333333333333	51.2380067267779	25.6883025692413	1.72581793654273	4	8.38186081501024e-06	Negative	
DV2_10K_S5	LASV-1	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	LASV-10	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	LASV-11	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	LASV-12	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	LASV-2	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	LASV-3	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	LASV-4	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	LASV-5	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	LASV-6	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	LASV-7	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	LASV-8	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	LASV-9	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	MARV_Angola	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	MARV_Ci67	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	MARV_Musoke	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	Marburg_Ravn	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	Plasmodium_falciparum_1	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	Plasmodium_falciparum_3	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	RVFV	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	WNV-1	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	WNV-2	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
DV2_10K_S5	YF-1	231	0.735692584945364	20.2683982683983	22.2128623867176	9.08863504850127	2.2300816525514	0.982683982683983	4253	275	4528	0.939266784452297	34.1126325088339	34.992054878124	7.79565314203285	4.37585304108829	34.6976252057371	35.4382690695875	7.20733790873434	4.8142081924157	25.0654545454545	27.1737172483065	10.4944698541975	2.38844409424159	51.8717948717949	55.1006072841028	18.5847738715153	2.79109098826853	30	6.28639561125768e-05	Negative	
DV2_10K_S5	YF-2	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Negative	
